220,"Information and Misinformation: An Investigation of the Notions of Information, Misinformation, Informing, and Misinforming","Fox, Christopher J.",1983,Greenwood Press,Reference & Languages
221,Integrated Communication: Synergy of Persuasive Voices,"Thorson, Esther",1996,Lawrence Erlbaum Associates,Health; Science & Technology
222,Integrating Research on the Graphical Representation of Functions ,"Romberg, Thomas A.",1993,Lawrence Erlbaum Associates,Science & Technology
223,Intellectual Teamwork: Social and Technological Foundations of Cooperative Work,"Galegher, Jolene",1990,Lawrence Erlbaum Associates,Business & Law; Health; Reference & Languages; Science & Technology; Social Issues
224,Intergroup Cognition and Intergroup Behavior ,"Sedikides, Constantine",1998,Lawrence Erlbaum Associates,Health; Science & Technology
225,International Encyclopedia of Public Policy and Administration: R-Z,"Shafritz, Jay M.",1998,Westview Press,Social Issues
226,International Finance and Financial Policy ,"Stoll, Hans R.",1990,Quorum Books,Business & Law; Social Issues
227,Interpreting the Landscape: Landscape Archaeology and Local History,"Aston, Michael",1997,Routledge,Biography; Fiction & Literature; History & Social Studies; Nature
228,Intifada: The Palestinian Uprising against Israeli Occupation,"Lockman, Zachary",1989,South End Press,History & Social Studies; Travel & Places
229,Intrigue and War in Southwest Asia: The Struggle for Supremacy from Central Asia to Iraq,"Rezun, Miron",1992,Praeger Publishers,History & Social Studies; Travel & Places
230,"Ireland: Historical Echoes, Contemporary Politics","Finnegan, Richard B.",2000,Westview Press,Business & Law; History & Social Studies; Social Issues; Travel & Places
231,Irish American Voluntary Organizations ,"Funchion, Michael F.",1983,Greenwood Press,Science & Technology; Social Issues
232,"Is America Necessary? Conservative, Liberal, & Socialist Perspectives of United States Political Institutions","Etzkowitz, Henry",1976,West Pub. Co,Social Issues
233,Islamic Versus Traditional Banking: Financial Innovations in Egypt,"Kazarian, Elias G.",1993,Westview Press,Business & Law
234,Jane Austen: New Perspectives,"Todd, Janet",1983,Holmes & Meier,Fiction & Literature
235,Jean Gerson: Early Works,"McGuire, Brian P.",1998,Paulist Press,Health; Religion & Beliefs
236,Jimmy Carter: Foreign Policy and Post-Presidential Years,"Rosenbaum, Herbert D.",1994,Greenwood Press,Biography; Social Issues
237,"Job Queues, Gender Queues: Explaining Women's Inroads into Male Occupations","Reskin, Barbara F.",1990,Temple University Press,Business & Law; Social Issues
238,John Williamson Nevin: American Theologian,"Wentz, Richard E.",1997,Oxford US,Religion & Beliefs
239,Juvenile Offenders for a Thousand Years: Selected Readings from Anglo-Saxon Times to 1900,"Morrison, Michael A.",1970,University of North Carolina Press,History & Social Studies; Travel & Places
240,Kant's Theory of Moral Motivation ,"Guevara, Daniel",2000,Westview Press,Health; History & Social Studies; Philosophy
241,Knocking at Our Own Door: Milton A. Galamison and the Struggle to Integrate New York City Schools,"Taylor, Clarence",1997,Columbia University Press,"Family, Childhood, & Education; Social Issues"
242,"Labor's Great War: The Struggle for Industrial Democracy and the Origins of Modern American Labor Relations, 1912-1921","McCartin, Joseph A.",1997,University of North Carolina Press,Business & Law; History & Social Studies; Social Issues
243,"Land and Soil Management: Technology, Economics, and Institutions","Sfeir-Younis, Alfredo",1993,Westview Press,Nature; Science & Technology; Social Issues
244,"Large-Scale Assessment Programs for All Students:  Validity, Technical Adequacy, and Implementation","Tindal, Gerald",2002,Lawrence Erlbaum Associates,"Family, Childhood, & Education; Social Issues"
245,"Latin America, Its Problems and Its Promise: A Multidisciplinary Introduction","Black, Jan K.",1998,Westview Press,History & Social Studies; Travel & Places
246,Latin American Labor Organizations ,"Greenfield, Gerald M.",1987,Greenwood Press,Business & Law; Social Issues
247,Latin American Politics and Development ,"Wiarda, Howard J.",1996,Westview Press,Social Issues
248,Latin Looks: Images of Latinas and Latinos in the U.S. Media,"Rodriguez, Clara E.",1997,Westview Press,Art; Biography; Social Issues
249,Learning and Emotion: A Biological Synthesis,"Livesey, P. J.",1986,Lawrence Erlbaum Associates,Philosophy; Science & Technology
250,Legendary Figures: Ancient History in Modern Novels,"Koelb, Clayton",1998,University of Nebraska Press,Fiction & Literature
251,Legislative Learning: The 104th Republican Freshmen in the House,"Barnett, Timothy J.",1999,Garland,Biography; Social Issues
252,Legislative Politics in the Arab World:  The Resurgence of Democratic Institutions,"Baaklini, Abdo",1999,Lynne Rienner,Social Issues
253,Legitimation of Social Rights and the Western Welfare State: A Weberian Perspective,"Friedman, Kathi V.",1981,University of North Carolina Press,Social Issues
254,"Lesbian, Gay, and Bisexual Identities in Families: Psychological Perspectives","Patterson, Charlotte J.",1998,Oxford University Press,Health; Science & Technology; Social Issues
255,Leslie Marmon Silko: A Collection of Critical Essays,"Barnett, Louise K.",1999,University of New Mexico Press,Fiction & Literature
256,Lessons from the North: Canada's Privatization of Military Ammunition Production,"Hix, W. M.",2004,Rand,Business & Law; History & Social Studies; Military; Science & Technology; Social Issues; Travel & Places
257,Liberating Theory ,"Albert, Michael",1986,South End Press,History & Social Studies; Social Issues
258,Life Values and Adolescent Mental Health ,"Cohen, Patricia",1996,Lawrence Erlbaum Associates,"Family, Childhood, & Education; Health; Science & Technology; Social Issues"
259,Lives in Distress: The Paths of the Elderly to the Psychiatric Ward,"Ross, Alan Duncan",1964,Basic Books,"Health; Music, TV, Movies, & more"
260,Living without Free Will ,"Pereboom, Derk",2001,Cambridge University Press,Philosophy
261,Making Mark Twain Work in the Classroom ,"Leonard, James S.",1999,Duke University Press,Fiction & Literature
262,Making Markets: Economic Transformation in Eastern Europe and the Post-Soviet States,"Islam, Shafiqul",1993,Council on Foreign Relations Press,Business & Law
263,Making Washington Work: Tales of Innovation in the Federal Government,"Donahue, John D.",1999,The Brookings Institution,History & Social Studies; Social Issues; Travel & Places
264,Male on Male Rape: The Hidden Toll of Stigma and Shame,"Scarce, Michael",1997,Insight Books,Social Issues; True Crime
265,"Mammoths, Sabertooths, and Hominids: 65 Million Years of Mammalian Evolution in Europe","Agustí, Jordi",2002,Columbia University Press,Adventure; Animals; Science & Technology
266,Managing Economic Development in Asia: From Economic Miracle to Financial Crisis,"Liou, Kuotsai Tom",2002,Praeger,Business & Law; Social Issues
267,Married to the Military: The Employment and Earnings of Military Wives Compared with Those of Civilian Wives,"Hosek, James",2002,Rand,"Family, Childhood, & Education; History & Social Studies; Military; Social Issues; Travel & Places"
268,Masterworks of Asian Literature in Comparative Perspective: A Guide for Teaching,"Miller, Barbara S.",1994,M.E. Sharpe,Fiction & Literature
269,Measuring Offender Risk: A Criminal Justice Sourcebook,"Champion, Dean J.",1994,Greenwood Press,Social Issues; True Crime
270,Mechanisms of Immigration Control: A Comparative Analysis of European Regulation Policies,"Brochmann, Grete",1999,Berg,Social Issues
271,Media Effects: Advances in Theory and Research,"Bryant, Jennings",1994,Lawrence Erlbaum Associates,Social Issues
272,Memory Consolidation: Psychobiology of Cognition,"Weingartner, Herbert",1984,Lawrence Erlbaum Associates,Health; Science & Technology
273,Mental Logic ,"Braine, Martin",1998,Lawrence Erlbaum Associates,Philosophy
274,Methods for Studying Language Production ,"Menn, Lise",2000,Lawrence Erlbaum Associates,Reference & Languages
275,Metrics for the Quadrennial Defense Review's Operational Goals ,"Kelley, Charles",2003,Rand,History & Social Studies; Military; Travel & Places
276,Mind and Brain ,"Honderich, Ted",1990,Oxford University,Health; Philosophy; Science & Technology
277,Mind and World ,"McDowell, John",1996,Harvard University Press,Philosophy
278,Minerva and the Muse: A Life of Margaret Fuller,"Von Mehren, Joan",1994,University of Massachusetts Press,Biography; Fiction & Literature
279,Misreading the Public: The Myth of a New Isolationism,"Destler, I. M.",1999,The Brookings Institution,Social Issues
280,Modeling Sensorineural Hearing Loss ,"Jesteadt, Walter",1997,Lawrence Erlbaum Associates,Health; Reference & Languages; Science & Technology
281,Moral Principles and Social Values ,"Trusted, Jennifer",1987,Routledge & Kegan Paul,Philosophy; Social Issues
282,"Morality, Religious and Secular: The Dilemma of the Traditional Conscience","Mitchell, Basil",1980,Clarendon Press,Philosophy
283,"Murder, Courts, and the Press: Issues in Free Press/Fair Trial","Kane, Peter E.",1986,Southern Illinois University Press,History & Social Studies; Social Issues; True Crime
284,Music as Instrument of Diversity and Unity: Notes on a Namibian Landscape,"Mans, Minette",2003,Nordic African Institute,"History & Social Studies; Music, TV, Movies, & more; Social Issues"
285,Musical Meaning:  Toward a Critical History,"Kramer, Lawrence",2002,University of California Press,"History & Social Studies; Music, TV, Movies, & more; Philosophy"
286,"Mutiny on the Amistad: The Saga of a Slave Revolt and Its Impact on American Abolition, Law, and Diplomacy","Jones, Howard",1988,Oxford University Press,History & Social Studies; Travel & Places
287,Mutual Misunderstanding: Scepticism and the Theorizing of Language and Interpretation,"Taylor, Talbot J.",1992,Duke University Press,Reference & Languages
288,"Nahum, Habakkuk, and Zephaniah: A Commentary","Roberts, J. J.",1991,Westminster/John Knox Press,Religion & Beliefs
289,New Age Spirituality: An Assessment,"Ferguson, Duncan S.",1993,Westminster/John Knox Press,Health; Religion & Beliefs
290,New Immigrants in New York ,"Foner, Nancy",1987,Columbia University Press,Social Issues
291,New Media and American Politics ,"Davis, Richard",1998,Oxford University Press,Social Issues
292,New Paths to Success: Determining Career Alternatives for Field-Grade Officers,"Schrimer, Peter",2004,Rand,History & Social Studies; Military; Travel & Places
293,New Perspectives on the Welfare State in Europe ,"Jones, Catherine",1993,Routledge,Social Issues
294,Nicholas II: The Life and Reign of Russia's Last Monarch,"Warth, Robert D.",1997,Praeger Publishers,Biography; History & Social Studies; Travel & Places
295,"Nietzsche, Feminism, and Political Theory ","Patton, Paul",1993,Routledge,History & Social Studies; Philosophy
296,Nonconscious Movements: From Mystical Messages to Facilitated Communication,"Spitz, Herman H.",1997,Lawrence Erlbaum Associates,Health; Religion & Beliefs
297,Normalisation: A Reader for the Nineties,"Brown, Hilary",1992,Tavistock Routledge,Health; Social Issues
298,North Carolina Government & Politics ,"Fleer, Jack D.",1994,University of Nebraska Press,Social Issues
299,Not So! Popular Myths about America from Columbus to Clinton,"Boller, Paul F., Jr.",1995,Oxford University Press,History & Social Studies; Travel & Places
300,Off Track: When Poor Readers Become Learning Disabled,"Spear-Swerling, Louise C.",1996,Westview Press,Health; Reference & Languages; Science & Technology
301,"Older Adult Education: A Guide to Research, Programs, and Policies","Manheimer, Ronald J.",1995,Greenwood Press,"Family, Childhood, & Education; Social Issues"
302,Omens and Oracles: Collective Psychology in the Nuclear Age,"Kroth, Jerry",1992,Praeger Publishers,Health; Religion & Beliefs; Science & Technology
303,On the Genealogy of Morality: A Polemic,"Nietzsche, Friedrich",1998,Hackett Publishing,History & Social Studies; Philosophy
304,On the Plurality of Actual Worlds ,"Blais, Andrew L.",1997,University of Massachusetts Press,Philosophy; Social Issues
305,Orality and Literacy: The Technologizing of the Word,"Ong, Walter J.",2002,Routledge,"Family, Childhood, & Education; Reference & Languages; Social Issues"
306,Organizational Behavior in the Marine Corps: Three Interpretations,"Marutollo, Frank",1990,Praeger Publishers,History & Social Studies; Military; Travel & Places
307,"Origins of Nurturance: Developmental, Biological, and Cultural Perspectives on Caregiving","Fogel, Alan",1986,Lawrence Erlbaum Associates,"Family, Childhood, & Education; Social Issues"
308,Panic: Psychological Perspectives,"Maser, Jack D.",1988,Lawrence Erlbaum Associates,Health; Science & Technology; Social Issues
309,Paradigm Debates in Curriculum and Supervision: Modern and Postmodern Perspectives,"Glanz, Jeffrey",2000,Bergin & Garvey,"Family, Childhood, & Education; Philosophy; Social Issues"
310,Parody as Film Genre: Never Give a Saga an Even Break,"Gehring, Wes D.",1999,Greenwood Press,"History & Social Studies; Humor & Games; Music, TV, Movies, & more"
311,Participatory and Workplace Democracy: A Theoretical Development in Critique of Liberalism,"Mason, Ronald M.",1982,Southern Illinois University Press,History & Social Studies; Social Issues
312,Partnership for International Development:  Rhetoric or Results?,"Brinkerhoff, Jennifer M.",2002,Lynne Rienner,Social Issues
313,"Passage through Hell: Modernist Descents, Medieval Underworlds","Pike, David L.",1997,Cornell University Press,Fiction & Literature
314,Patriotic Culture in Russia during World War I ,"Jahn, Hubertus F.",1995,Cornell University Press,History & Social Studies; Military; Social Issues
315,Peacekeepers and Their Wives: American Participation in the Multinational Force and Observers,"Segal, David R.",1993,Greenwood Press,"Family, Childhood, & Education; History & Social Studies; Military; Social Issues; Travel & Places; True Crime"
316,Pearl Harbor Reexamined: Prologue to the Pacific War,"Conroy, Hilary",1990,University of Hawaii Press,History & Social Studies; Military
317,Pearl S. Buck: A Cultural Bridge across the Pacific,"Liao, Kang",1997,Greenwood Press,Fiction & Literature; Social Issues
318,"Perception, Empathy, and Judgment: An Inquiry into the Preconditions of Moral Performance","Vetlesen, Arne J.",1994,Pennsylvania State University Press,Health; Philosophy; Science & Technology
319,Perfect Fools: Folly for Christ's Sake in Catholic and Orthodox Spirituality,"Saward, John",1980,Oxford University Press,Religion & Beliefs
320,"Performance Theories in Education:  Power, Pedagogy, and the Politics of Identity","Alexander, Bryant Keith",2004,Lawrence Erlbaum Associates,"Family, Childhood, & Education; Music, TV, Movies, & more; Social Issues"
321,Philosophical Foundations of Historical Knowledge ,"Murphey, Murray G.",1994,State University of New York Press,History & Social Studies
322,Pilgrimages:  Aspects of Japanese Literature and Culture,"Rimer, J. Thomas",1988,University of Hawaii Press,Fiction & Literature; Social Issues
323,Pluralism: Against the Demand for Consensus,"Rescher, Nicholas",1993,Clarendon Press,Social Issues
324,Policies for Competitiveness: Comparing Business-Government Relationships in the 'Golden Age of Capitalism',"Miyajima, Hideaki",1999,Oxford University,Business & Law
325,Political Legitimacy and Housing: Stakeholding in Singapore,"Chua, Beng Huat",1997,Routledge,Social Issues
326,"Politics, Markets, and America's Schools ","Chubb, John E.",1990,Brookings Institutuion,"Family, Childhood, & Education; History & Social Studies; Social Issues"
327,"Politics, Society and Christianity in Vichy France ","Halls, W. D.",1995,Berg,History & Social Studies; Religion & Beliefs; Travel & Places
328,Population Politics in Twentieth-Century Europe: Fascist Dictatorships and Liberal Democracies,"Quine, Maria S.",1996,Routledge,Social Issues
329,"Post-Modern Law: Enlightenment, Revolution, and the Death of Man","Carty, Anthony",1990,Edinburgh University Press,History & Social Studies; Philosophy
330,"Practising Feminism: Identity, Difference, Power","Hughes-Freeland, Felicia",1996,Routledge,Social Issues
331,"Principles of Environmental Economics: Economics, Ecology and Public Policy","Hussen, Ahmed M.",2000,Routledge,Business & Law; Nature; Science & Technology; Social Issues
332,Prismatic Thought: Theodor W. Adorno,"Hohendahl, Peter U.",1995,University of Nebraska Press,History & Social Studies; Philosophy
333,"Privacy as a Constitutional Right: Sex, Drugs, and the Right to Life","McWhirter, Darien A.",1992,Quorum Books,Social Issues
334,Privacy: A Vanishing Value?,"Bier, William C.",1980,Fordham University Press,Religion & Beliefs
335,"Professional Ethics in Context: Institutions, Images, and Empathy","Mount, Eric, Jr.",1990,Westminster/John Knox Press,Business & Law; Social Issues
336,Promoting Democracy and Free Markets in Eastern Europe ,"Wolf, Charles, Jr.",1992,ICS Press,Business & Law; Social Issues
337,Prospective Issues in Infancy Research ,"Bloom, Kathleen",1981,Lawrence Erlbaum Associates,"Family, Childhood, & Education; Health; Science & Technology"
338,Psychology at Iowa: Centennial Essays,"Cantor, J. H.",1991,Lawrence Erlbaum Associates,Health; Science & Technology
339,Punishment and Social Control: Essays in Honor of Sheldon L. Messinger,"Blomberg, Thomas G.",1995,Aldine De Gruyter,Social Issues
340,Quality of Life in Behavioral Medicine Research ,"Dimsdale, Joel E.",1995,Lawrence Erlbaum Associates,Health; Science & Technology
341,Quality of Life: Perspectives and Policies,"Baldwin, Sally",1994,Routledge,Philosophy
342,Questions of Time and Tense ,"Le Poidevin, Robin",1998,Clarendon Press,Science & Technology
343,"Rabbis, Lawyers, Immigrants, Thieves: Exploring Women's Roles","Simon, Rita J.",1993,Praeger Publishers,Social Issues; True Crime
344,Race Music:  Black Cultures from Bebop to Hip-Hop,"Ramsey, Guthrie P.",2003,University of California Press,"Music, TV, Movies, & more; Travel & Places"
345,"Radical Visions: American Film Renaissance, 1967-1976","Man, Glenn",1994,Greenwood Press,"History & Social Studies; Music, TV, Movies, & more"
346,"Rara!  Vodou, Power, and Performance in Haiti and Its Diaspora","McAlister, Elizabeth A.",2002,University of California Press,"Family, Childhood, & Education; Music, TV, Movies, & more; Religion & Beliefs; Social Issues"
347,Reclaiming Community in Contemporary African-American Fiction ,"Page, Philip",1999,University Press of Mississippi,Fiction & Literature
348,Reconstructing Education: Toward a Pedagogy of Critical Humanism,"Nemiroff, Greta H.",1992,Bergin & Garvey,"Family, Childhood, & Education; Social Issues"
349,Reelection 1996: How Americans Voted,"Weisberg, Herbert F.",1999,Chatham House Publishers Seven Bridges Press,Social Issues
350,Re-Examining Psychology: Critical Perspectives and African Insights,"Holdstock, T. Len",2000,Routledge,"Family, Childhood, & Education; Health; Science & Technology; Social Issues"
351,Regression Periods in Human Infancy ,"Heimann, Mikael",2003,Lawrence Erlbaum Associates,"Family, Childhood, & Education; Health; Science & Technology"
352,Religion & American Education: Rethinking a National Dilemma,"Nord, Warren A.",1995,University of North Carolina Press,"Family, Childhood, & Education; Religion & Beliefs; Social Issues"
353,Religion and Creation ,"Ward, Keith",1996,Clarendon Press,Religion & Beliefs; Science & Technology
354,Religion in Modern New Mexico ,"Szasz, F.",1997,University of New Mexico Press,"Family, Childhood, & Education; History & Social Studies; Social Issues; Travel & Places"
355,"Religion, Law, and Freedom: A Global Perspective","Thierstein, Joel R.",2000,Praeger Publishers,Religion & Beliefs; Social Issues
356,"Religion, Mobilization, and Social Action ","Shupe, Anson",1998,Praeger Publishers,Religion & Beliefs; Social Issues
357,"Religion, Society, and Utopia in Nineteenth-Century America ","Mandelker, Ira L.",1984,University of Massachusetts Press,History & Social Studies; Religion & Beliefs; Social Issues
358,Reopening the Word:  Reading Mark as Theology in the Context of Early Judaism,"Sabin, Marie Noonan",2002,Oxford University Press,Religion & Beliefs
359,Reporting on Risks: The Practice and Ethics of Health and Safety Communication,"Willis, Jim",1997,Praeger Publishers,Health; Social Issues
360,"Research and Knowledge at Work: Perspectives, Case-Studies and Innovative Strategies","Garrick, John",2000,Routledge,Business & Law; Science & Technology
361,Research Designs for Political Science: Contrivance and Demonstration in Theory and Practice,"Bositis, David A.",1990,Southern Illinois University,Reference & Languages; Social Issues
362,Research on Classroom Ecologies: Implications for Inclusion of Children with Learning Disabilities,"Keogh, Barbara K.",1996,Lawrence Erlbaum Associates,"Family, Childhood, & Education; Health; Science & Technology; Social Issues"
363,Research Review for School Leaders ,"Wraga, William G.",2000,Lawrence Erlbaum Associates,"Family, Childhood, & Education; Social Issues"
364,Rethinking Freire:  Globalization and the Environmental Crisis,"Bowers, C. A.",2005,Lawrence Erlbaum Associates,"Biography; Family, Childhood, & Education; Nature; Science & Technology; Social Issues"
365,Revising Life: Sylvia Plath's Ariel Poems,"Van Dyne, Susan R.",1993,University of North Carolina Press,Fiction & Literature
366,"Roots of Chicano Politics, 1600-1940 ","Gómez-Quiñones, Juan",1994,University of New Mexico Press,Social Issues
367,Rowand Anderson: The Premier Architect of Scotland,"McKinstry, Sam",1991,Edinburgh University Press,Art; Biography
368,Russia and the Soviet Union: An Historical Introduction from the Kievan State to the Present,"Thompson, John",1998,Westview Press,History & Social Studies; Travel & Places
369,Russia beyond Communism: A Chronicle of National Rebirth,"Krasnov, Vladislav",1991,Westview Press,History & Social Studies; Social Issues; Travel & Places
370,Russian Women in Politics and Society ,"Rule, Wilma",1996,Greenwood Press,Social Issues; True Crime
371,"Sartre, Foucault, and Historical Reason ","Flynn, Thomas R.",1997,University of Chicago Press,History & Social Studies; Philosophy
372,Scientific Approaches to Consciousness ,"Cohen, Jonathan D.",1997,Lawrence Erlbaum Associates,Philosophy
373,Security and Safety in Los Angeles High-Rise Buildings after 9/11 ,"Archibald, Rae W.",2002,Rand,Art; Social Issues; True Crime
374,Security Cooperation in the Asia-Pacific Region ,"Ball, Desmond",1993,Center for Strategic and International Studies,Social Issues; True Crime
375,Selected Spiritual Writings ,"Bond, H. Lawrence",1997,Paulist Press,Biography; Religion & Beliefs
376,Selected Writings on the State and the Transition to Socialism ,"Bukharin, Nikolai I.",1982,M. E. Sharpe,History & Social Studies; Social Issues
377,Self as Person in Asian Theory and Practice ,"Ames, Roger T.",1994,State University of New York Press,Philosophy
378,"Self Expressions: Mind, Morals, and the Meaning of Life","Flanagan, Owen",1996,Oxford University Press,Health; Philosophy; Science & Technology
379,Self Love and Christian Ethics ,"Weaver, Darlene Fozard",2002,Cambridge University Press,Health; Religion & Beliefs
380,Self-Knowledge and the Self ,"Jopling, David A.",2000,Routledge,Health; Science & Technology
381,Separation: Anxiety and Anger,"Bowlby, John",1973,Basic Books,"Family, Childhood, & Education; Health; Science & Technology; Social Issues"
382,Sexual Images of the Self: The Psychology of Erotic Sensations and Illusions,"Fisher, S.",1989,Lawrence Erlbaum Associates,Health; Science & Technology
383,Shakespeare and His Theatre ,"Bentley, Gerald E., Jr.",1964,University of Nebraska Press,Biography; Fiction & Literature
384,"Shamans/Neo-Shamans: Contested Ecstasies, Alternative Archaeologies, and Contemporary Pagans","Wallis, Robert J.",2003,Routledge,Health; Religion & Beliefs
385,Shrines of the Slave Trade: Diola Religion and Society in Precolonial Senegambia,"Baum, Robert M.",1999,Oxford University Press,History & Social Studies; Travel & Places
386,Sites of Violence:  Gender and Conflict Zones,"Giles, Wenona Mary",2004,University of California Press,Social Issues
387,Six Armies in Tennessee: The Chickamauga and Chattanooga Campaigns,"Woodworth, Steven E.",1998,University of Nebraska Press,History & Social Studies; Military; Travel & Places
388,Social Action with Children and Families:  A Community Development Approach to Child and Family Welfare,"Cannan, Crescy",1997,Routledge,Social Issues
389,Social Hierarchies: Essays toward a Sociophysiological Perspective,"Barchas, Patricia R.",1984,Greenwood Press,Social Issues
390,"Social Policy, Public Policy: From Problem to Practice","Edwards, Meredith",2001,Allen & Unwin,Social Issues
391,Social Theory and Social Policy: Essays in Honor of James S. Coleman,"Sorensen, Aage B.",1993,Praeger Publishers,"Family, Childhood, & Education; Philosophy; Social Issues"
392,Social Treatment: An Introduction to Interpersonal Helping in Social Work Practice,"Whittaker, James K.",1989,Aldine de Gruyter,Social Issues
393,Social Work: Search for Identity,"Leighninger, Leslie",1987,Greenwood Press,Social Issues
394,"Society and Power: Five New England Towns, 1800-1860","Doherty, Robert",1977,University of Massachusetts Press,Social Issues
395,Spinoza: A Collection of Critical Essays,"Grene, Marjorie Glicksman",1973,Anchor Books,Philosophy
396,Steal This University:  The Rise of the Corporate University and the Academic Labor Movement,"Johnson, Benjamin",2003,Routledge,"Business & Law; Family, Childhood, & Education; Social Issues"
397,Stories Matter: The Role of Narrative in Medical Ethics,"Charon, Rita",2002,Routledge,Health; Philosophy; Reference & Languages
398,Strategic Leadership: A Multiorganizational-Level Perspective,"Phillips, Robert L.",1992,Quorum Books,Business & Law
399,Strengthening Nuclear Nonproliferation ,"Bailey, Kathleen C.",1993,Westview Press,Social Issues
400,Strong Medicine: The Ethical Rationing of Health Care,"Menzel, Paul T.",1990,Oxford University Press,Business & Law; Health; Philosophy
401,Subjectivism and Economic Analysis:  Essays in Memory of Ludwig M. Lachmann,"Lachmann, Ludwig M.",1998,Routledge,Business & Law
402,Sustainability: The Corporate Challenge of the 21st Century,"Dunphy, Dexter",2000,Allen & Unwin,Business & Law
403,Talking to Adults ,"Blum-Kulka, Shoshana",2002,Lawrence Erlbaum Associates,"Family, Childhood, & Education; Reference & Languages; Social Issues"
404,Teaching Introduction to Women's Studies: Expectations and Strategies,"Winkler, Barbara Scott",1999,Bergin & Garvey,Social Issues
405,Teaching the Media: International Perspectives,"Hart, Andrew",1998,Lawrence Erlbaum Associates,Social Issues
406,Techno-Diplomacy: U.S.-Soviet Confrontations in Science and Technology,"Schweitzer, G. E.",1989,Plenum Press,Science & Technology
407,Television and Its Viewers:  Cultivation Theory and Research,"Shanahan, James",1999,Cambridge University Press,"Music, TV, Movies, & more; Science & Technology"
408,Temperament and Personality Development across the Life Span ,"Molfese, Dennis L.",2000,Lawrence Erlbaum Associates,Health; Science & Technology
409,Terms of Engagement: The United States and the European Security Identity,"Brenner, Michael",1998,Praeger,History & Social Studies; Military; Social Issues; True Crime
410,Thauma Idesthai: The Phenomenology of Sight and Appearance in Archaic Greek,"Prier, Raymond A.",1989,Florida State University Press,Fiction & Literature; Reference & Languages
411,The $800 Million Pill:  The Truth behind the Cost of New Drugs,"Goozner, Merrill",2004,University of California Press,Health; Reference & Languages
412,The Ambassadors and America's Soviet Policy ,"Mayers, David",1995,Oxford University Press,Social Issues
413,The Analytic Freud: Philosophy and Psychoanalysis,"Levine, Michael P.",2000,Routledge,Health; Science & Technology
414,The Arts of Performance in Elizabethan and Early Stuart Drama: Essays for G.K. Hunter,"Biggs, Murray",1991,Edinburgh University Press,"Fiction & Literature; Music, TV, Movies, & more"
415,The Argumentative Turn in Policy Analysis and Planning ,"Fischer, Frank",1993,UCL Press,Reference & Languages; Social Issues
416,The Big Five: Arms Control Decision-Making in the Soviet Union,"Savel'yev, Aleksandr G.",1995,Praeger Publishers,Social Issues
417,The Bond Markets of Developing East Asia ,"Emery, Robert F.",1997,Westview Press,Business & Law
418,The Celebration of the Fantastic: Selected Papers from the Tenth Anniversary International Conference on the Fantastic in the Arts,"Morse, Donald E.",1992,Greenwood Press,Fantasy; Fiction & Literature
419,"The Central Intelligence Agency: An Instrument of Government, to 1950","Darling, Arthur B.",1990,Pennsylvania State University Press,Social Issues; True Crime
420,The Challenge of NATO Enlargement ,"Bebler, Anton A.",1999,Praeger Publishers,Social Issues
421,The Child in Christian Thought ,"Bunge, Marcia J.",2001,W B Eerdmans,"Family, Childhood, & Education; Philosophy; Religion & Beliefs; Social Issues"
422,The Comedy of the Fantastic: Ecological Perspectives on the Fantasy Novel,"Elgin, Don G.",1985,Greenwood Press,Fantasy; Fiction & Literature; Humor & Games
423,The Coming Crisis in Israel: Private Faith and Public Policy,"Zucker, Norman L.",1973,unknown,History & Social Studies; Religion & Beliefs; Social Issues
424,The Decline of American Gentility ,"Persons, Stow",1973,Columbia University Press,Fiction & Literature; History & Social Studies; Travel & Places
425,"The Development of Kamakura Rule, 1180-1250: A History with Documents","Mass, Jeffrey P.",1979,Stanford University,History & Social Studies; Travel & Places
426,The Domestic Assault of Women: Psychological and Criminal Justice Perspectives,"Dutton, Donald G.",1995,University of British Columbia Press,"Family, Childhood, & Education; Social Issues"
427,The Eagle and the Rising Sun: America and Japan in the Twentieth Century,"Emmerson, John K.",1988,Addison-Wesley,Social Issues
428,The Ecclesiastical History of the English People: The Greater Chronicle ; Bede's Letter to Egbert,Bede,1994,Oxford University,History & Social Studies; Religion & Beliefs
429,The Economics of the Imagination ,"Heinzelman, Kurt",1980,University of Massachusetts Press,Business & Law; Fiction & Literature
430,The Economies of Central America ,"Weeks, John",1985,Holmes & Meier,Business & Law
431,The Emerging Markets and Higher Education: Development and Sustainability,"McMullen, Matthew S.",2000,Routledge Falmer,"Business & Law; Family, Childhood, & Education; Social Issues"
432,The Essential Career Guide to Becoming a Middle and High School Teacher ,"Maloy, Robert W.",1999,Bergin & Garvey,"Family, Childhood, & Education; Social Issues"
433,The False Prison: A Study of the Development of Wittgenstein's Philosophy,"Pears, David",1987,Clarendon Press,History & Social Studies; Philosophy
434,The Fateful Discourse of Worldly Things ,"Halliburton, David",1997,Stanford University,Fiction & Literature; Philosophy
435,The Feminism and Socialism of Lily Braun ,"Meyer, Alfred G.",1985,Indiana University Press,Biography; History & Social Studies; Social Issues; Travel & Places
436,The Fiction of Philip Roth and John Updike ,"Searles, George J.",1985,Southern Illinois University Press,Biography; Fiction & Literature
437,The Fight for the Channel Ports: Calais to Brest 1940: a Study in Confusion,"Glover, Michael",1985,Westview Press,History & Social Studies; Military
